Refseq_ID	HMT-ID	Species	Strain	Genbank/PROKKA-ID	Satus	Prefer-habitat
080BB124	HMT-080	Butyrivibrio sp. HMT 080	Clone: BB124	GB: AF287772	Phylotype	Oral
455GI038	HMT-455	Butyrivibrio sp. HMT 455	Clone: GI038	GB: AY349374	Phylotype	Oral
095_9956	HMT-095	Shuttleworthia satelles	Strain: D143K-13	GB: AF399956	Named	Oral
924_9209	HMT-924	Lachnospiraceae [G-9] [G-9] bacterium HMT 924	Clone: rRNA436	GB: AY959209	Phylotype	Unassigned
373_1221	HMT-373	Stomatobaculum sp. HMT 373	Clone: MCE9_173	GB: AF481221	Phylotype	Oral
910-Wade	HMT-910	Stomatobaculum sp. HMT 910	Clone: CL133	GB: JQ406544	Phylotype	Oral
419_8618	HMT-419	Stomatobaculum longum	Clone: C4ALM087	GB: AY278618	Named	Oral
097DO016	HMT-097	Stomatobaculum sp. HMT 097	Clone: DO016	GB: AF385510	Unnamed	Oral
102FB046	HMT-102	Oribacterium sp. HMT 102	Clone: FB046	GB: GQ422713	Unnamed	Oral
102_1218	HMT-102	Oribacterium sp. HMT 102	Clone: MCE7_60	GB: AF481218	Unnamed	Oral
078F263b	HMT-078	Oribacterium sp. HMT 078	Strain: F0263b	GB: tbd	Unnamed	Oral
078F263a	HMT-078	Oribacterium sp. HMT 078	Strain: F0263a	GB: tbd	Unnamed	Oral
078AO068	HMT-078	Oribacterium sp. HMT 078	Clone: AO068	GB: AF287771	Unnamed	Oral
078F0262	HMT-078	Oribacterium sp. HMT 078	Strain: F0262	GB: tbd	Unnamed	Oral
457F0268	HMT-457	Oribacterium sinus	Strain: F0268	GB: FJ577261	Named	Oral
934_5570	HMT-934	Oribacterium parvum	Strain: ACB1	GB: NR_125570	Named	Oral
934FTB41	HMT-934	Oribacterium parvum	Strain: FTB41	GB: AF287770	Named	Oral
108F0425	HMT-108	Oribacterium asaccharolyticum	Strain: F0425	GB: tbd	Named	Oral
108_5571	HMT-108	Oribacterium asaccharolyticum	Strain: ACB7	GB: NR_125571	Named	Oral
435_1821	HMT-435	Syntrophomonadaceae [VIII][G-1] [VIII][G-1] bacterium HMT 435	Clone: P4PB_66	GB: AY341821	Phylotype	Unassigned
167GEA8	HMT-167	Peptococcus sp. HMT 167	Strain: GEA8	GB: GQ422727	Lost	Oral
167_1292	HMT-167	Peptococcus sp. HMT 167	Clone: 34q_22	GB: HE681292	Lost	Oral
168_I070	HMT-168	Peptococcus sp. HMT 168	Clone: _I070	GB: AF287780	Phylotype	Oral
402_7065	HMT-402	Clostridiales [F-1][G-2] [F-1][G-2] bacterium HMT 402	Clone: P4PA_66	GB: AY207065	Phylotype	Unassigned
093_1213	HMT-093	Clostridiales [F-1][G-1] [F-1][G-1] bacterium HMT 093	Clone: MCE7_107	GB: AF481213	Phylotype	Oral
876F0540	HMT-876	Clostridiales [F-3][G-1] [F-3][G-1] bacterium HMT 876	Strain: F0540	GB: tbd	Unnamed	Unassigned
655_4533	HMT-655	Eubacterium limosum	Strain: KIST612	GB: NR_074533	Named	Unassigned
538CK057	HMT-538	Pseudoramibacter alactolyticus	Clone: CK057	GB: AF287778	Named	Oral
542_6462	HMT-542	Peptostreptococcus anaerobius	Strain: NCTC 11460	GB: AY326462	Named	Oral
112CK035	HMT-112	Peptostreptococcus stomatis	Clone: CK035	GB: AF287763	Named	Oral
112A21H2	HMT-112	Peptostreptococcus stomatis	Strain: A21H2	GB: GQ422715	Named	Oral
539_6962	HMT-539	Filifactor alocis	Strain: ATCC 35896	GB: AJ006962	Named	Oral
081BB142	HMT-081	Peptostreptococcaceae [XI][G-7] [XI][G-7] bacterium HMT 081	Clone: BB142	GB: AF287764	Unnamed	Oral
081W5028	HMT-081	Peptostreptococcaceae [XI][G-7] [XI][G-7] bacterium HMT 081	Strain: W5028	GB: tbd	Unnamed	Oral
377_4629	HMT-377	Peptostreptococcaceae [XI][G-7] [XI][G-7] yurii subspp. yurii & margaretiae	Strain: ATCC 43713	GB: L34629	Named	Oral
377_5259	HMT-377	Peptostreptococcaceae [XI][G-7] [XI][G-7] yurii subspp. yurii & margaretiae	Strain: ATCC 43715	GB: NR_115259	Named	Oral
106A03MT	HMT-106	Peptostreptococcaceae [XI][G-7] [XI][G-7] yurii subsp. schtitka	Strain: A03MT	GB: AF287765	Named	Oral
922_2838	HMT-922	Peptostreptococcaceae [XI][G-7] [XI][G-7] bacterium HMT 922	Clone: ncd2459c12c2	GB: JF212838	Phylotype	Oral
759_5987	HMT-759	Peptostreptococcaceae [XI][G-5] [XI][G-5] saphenum	Strain: ATCC 49989	GB: U65987	Named	Oral
493JH012	HMT-493	Peptostreptococcaceae [XI][G-5] [XI][G-5] bacterium HMT 493	Clone: JH012	GB: AY349373	Phylotype	Unassigned
382_1251	HMT-382	Peptostreptococcaceae [XI][G-8] [XI][G-8] bacterium HMT 382	Clone: 44q_16	GB: HE681251	Phylotype	Unassigned
369_1212	HMT-369	Peptostreptococcaceae [XI][G-4] [XI][G-4] bacterium HMT 369	Clone: MCE10_174	GB: AF481212	Phylotype	Oral
103_2604	HMT-103	Peptostreptococcaceae [XI][G-4] [XI][G-4] bacterium HMT 103	Clone: PUS9.170	GB: AJ012604	Phylotype	Oral
495JS001	HMT-495	Peptostreptococcaceae [XI][G-3] [XI][G-3] bacterium HMT 495	Clone: JS001	GB: AY349378	Phylotype	Oral
950_9965	HMT-950	Peptostreptococcaceae [XI][G-3] [XI][G-3] bacterium HMT 950	Clone: 101E03	GB: AM419965	Phylotype	Unassigned
557_3038	HMT-557	Peptostreptococcaceae [XI][G-9] [XI][G-9] brachy	Strain: ATCC 33089	GB: U13038	Named	Oral
091CK047	HMT-091	Peptostreptococcaceae [XI][G-2] [XI][G-2] bacterium HMT 091	Clone: CK047	GB: AF287762	Phylotype	Oral
105_3039	HMT-105	Peptostreptococcaceae [XI][G-1] [XI][G-1] infirmum	Strain: W1471	GB: U13039	Named	Oral
467_6963	HMT-467	Peptostreptococcaceae [XI][G-1] [XI][G-1] sulci	Strain: ATCC 35585	GB: AJ006963	Named	Oral
383_8856	HMT-383	Peptostreptococcaceae [XI][G-1] [XI][G-1] bacterium HMT 383	Clone: P2PB_46	GB: AF538856	Phylotype	Unassigned
673_3037	HMT-673	Peptostreptococcaceae [XI][G-6] [XI][G-6] minutum	Strain: SC 87K	GB: U13037	Named	Oral
694_6274	HMT-694	Peptostreptococcaceae [XI][G-6] [XI][G-6] nodatum	Strain: ATCC 33099	GB: Z36274	Named	Oral
042W9173	HMT-042	Mogibacterium timidum	Strain: W9173	GB: tbd	Named	Oral
742_1701	HMT-742	Mogibacterium pumilum	Strain: ATCC 700696	GB: AB021701	Named	Unassigned
691_7875	HMT-691	Mogibacterium neglectum	Strain: ATCC 700924	GB: AB037875	Named	Oral
593_7874	HMT-593	Mogibacterium diversum	Strain: ATCC 700923	GB: AB037874	Named	Oral
008_1702	HMT-008	Mogibacterium vescum	Strain: ATCC 700697	GB: AB021702	Named	Unassigned
929W2294	HMT-929	Peptoniphilaceae [G-3] [G-3] bacterium HMT 929	Strain: W2294	GB: tbd	Unnamed	Unassigned
790EX153	HMT-790	Peptoniphilaceae [G-2] [G-2] bacterium HMT 790	Clone: EX153	GB: AY134899	Phylotype	Unassigned
375_1225	HMT-375	Peptoniphilus sp. HMT 375	Strain: E3_32	GB: AF481225	Unnamed	Unassigned
548_3382	HMT-548	Peptoniphilus asaccharolyticus	Strain: JCM 1765	GB: NR_113382	Named	Unassigned
386_8859	HMT-386	Peptoniphilus sp. HMT 386	Clone: P4PA_156	GB: AF538859	Unnamed	Unassigned
836F0141	HMT-836	Peptoniphilus lacrimalis	Strain: F0141	GB: GQ422750	Named	Oral
836_1812	HMT-836	Peptoniphilus lacrimalis	Strain: JCM 8139	GB: AB971812	Named	Oral
187N108A	HMT-187	Peptoniphilus sp. HMT 187	Clone: nbu60f02c1	GB: GQ004621	Unnamed	Unassigned
840_4147	HMT-840	Peptoniphilus indolicus	Strain: ATCC 29427	GB: D14147	Named	Unassigned
109N074A	HMT-109	Peptoniphilus harei	Strain: DSM 10020	GB: NR_026358	Named	Unassigned
662_4677	HMT-662	Finegoldia magna	Strain: ATCC 29328	GB: NR_074677	Named	Unassigned
662N000B	HMT-662	Finegoldia magna	Strain: JCM 1766	GB: NR_113383	Named	Unassigned
393_7059	HMT-393	Parvimonas sp. HMT 393	Strain: P4P_31	GB: AY207059	Unnamed	Oral
110HE064	HMT-110	Parvimonas sp. HMT 110	Clone: HE064	GB: GQ422714	Unnamed	Oral
110_6545	HMT-110	Parvimonas sp. HMT 110	Strain: MDA2346-2	GB: AY286545	Unnamed	Oral
111FG014	HMT-111	Parvimonas micra	Clone: FG014	GB: AF385543	Named	Oral
111_3523	HMT-111	Parvimonas micra	Strain: ATCC 33270	GB: AY323523	Named	Oral
111BS044	HMT-111	Parvimonas micra	Clone: BS044	GB: AF385559	Named	Oral
113DA014	HMT-113	Peptoniphilaceae [G-1] [G-1] bacterium HMT 113	Clone: DA014	GB: AF287766	Unnamed	Oral
113W5053	HMT-113	Peptoniphilaceae [G-1] [G-1] bacterium HMT 113	Strain: W5053	GB: tbd	Unnamed	Oral
859_3373	HMT-859	Anaerococcus lactolyticus	Strain: JCM 8140	GB: AB673373	Named	Unassigned
788F0127	HMT-788	Anaerococcus tetradius	Strain: F0127	GB: GQ422749	Named	Unassigned
738_4575	HMT-738	Anaerococcus prevotii	Strain: DSM 20548	GB: NR_074575	Named	Unassigned
294N130A	HMT-294	Anaerococcus sp. HMT 294	Clone: nck304d08c1	GB: KF105918	Phylotype	Unassigned
290N129A	HMT-290	Anaerococcus sp. HMT 290	Clone: L	GB: KC169766	Unnamed	Unassigned
295N131A	HMT-295	Anaerococcus sp. HMT 295	Clone: 8405254	GB: HM587319	Phylotype	Unassigned
017N004D	HMT-017	Anaerococcus octavius	Clone: ncd2140f09c1	GB: JF184195	Named	Unassigned
017N004C	HMT-017	Anaerococcus octavius	Clone: ncd1029f10c1	GB: HM342530	Named	Unassigned
017N004A	HMT-017	Anaerococcus octavius	Strain: NCTC 9810	GB: NR_026360	Named	Unassigned
017N004B	HMT-017	Anaerococcus octavius	Clone: nck39c12c1	GB: KF078478	Named	Unassigned
017N004E	HMT-017	Anaerococcus octavius	Clone: nbw1100f10c1	GB: GQ054733	Named	Unassigned
569_3729	HMT-569	Eggerthia catenaformis	Strain: ATCC 25536	GB: M23729	Named	Oral
484_4201	HMT-484	Erysipelothrix tonsillarum	Strain: NA	GB: AB034201	Named	Unassigned
904-Wade	HMT-904	Erysipelotrichaceae [G-1] [G-1] bacterium HMT 904	Clone: BL163	GB: JQ406531	Phylotype	Oral
905-Wade	HMT-905	Erysipelotrichaceae [G-1] [G-1] bacterium HMT 905	Clone: DL151	GB: JQ406538	Phylotype	Oral
603_0064	HMT-603	Bulleidia extructa	Strain: DSM 13220	GB: AF220064	Named	Oral
678_4915	HMT-678	Solobacterium moorei	Strain: AHP 13983	GB: AY044915	Named	Oral
504_3614	HMT-504	Mollicutes [G-1] [G-1] bacterium HMT 504	Clone: MB1_G23	GB: DQ003614	Phylotype	Oral
906-Wade	HMT-906	Mollicutes [G-2] [G-2] bacterium HMT 906	Clone: CP6_C1	GB: KC203059	Phylotype	Oral
732_9061	HMT-732	Mycoplasma pneumoniae	Strain: ATCC 15531	GB: M29061	Named	Unassigned
616_7334	HMT-616	Mycoplasma genitalium	Strain: G37	GB: X77334	Named	Unassigned
656_4581	HMT-656	Mycoplasma lipophilum	Strain: ATCC 27104	GB: M24581	Named	Oral
607_2937	HMT-607	Mycoplasma fermentans	Strain: JER	GB: NR_102937	Named	Unassigned
632_2265	HMT-632	Mycoplasma hominis	Strain: PG21	GB: AJ002265	Named	Unassigned
561_5586	HMT-561	Mycoplasma buccale	Strain: CH20247	GB: AF125586	Named	Unassigned
754_5583	HMT-754	Mycoplasma salivarium	Strain: PG20	GB: AF125583	Named	Oral
704_6060	HMT-704	Mycoplasma orale	Strain: ATCC 23714	GB: AY796060	Named	Oral
606_5590	HMT-606	Mycoplasma faucium	Strain: DC333	GB: AF125590	Named	Oral
824_5951	HMT-824	Bacillus anthracis	Strain: Delta Ames	GB: AF155951	Named	Unassigned
468_8486	HMT-468	Bacillus subtilis	Strain: ATCC 6633	GB: AB018486	Named	Unassigned
182N107A	HMT-182	Anoxybacillus flavithermus	Strain: R18839	GB: AJ586357	Named	Unassigned
614_2628	HMT-614	Lysinibacillus fusiformis	Strain: NBRC 15717	GB: NR_112628	Named	Unassigned
045_3853	HMT-045	Bacillus clausii	Strain: O-4	GB: AB043853	Named	Unassigned
045_7498	HMT-045	Bacillus clausii	Strain: SIN84	GB: AJ297498	Named	Unassigned
786F0064	HMT-786	Paenibacillus phoenicis	Strain: F0064	GB: GQ422747	Named	Unassigned
048_5540	HMT-048	Paenibacillus sp. HMT 048	Clone: CA007	GB: AF385540	Phylotype	Unassigned
921-Wade	HMT-921	Paenibacillus glucanolyticus	Strain: W10507	GB: tbd	Named	Unassigned
555_5050	HMT-555	Gemella bergeri	Strain: FDC A31SC	GB: AY005050	Named	Oral
928W2231	HMT-928	Gemella sp. HMT 928	Strain: W2231	GB: tbd	Unnamed	Oral
046_3366	HMT-046	Gemella morbillorum	Strain: 933-88	GB: Y13366	Named	Oral
046_4327	HMT-046	Gemella morbillorum	Strain: ATCC 27824	GB: L14327	Named	Oral
626_4326	HMT-626	Gemella haemolysans	Strain: ATCC 10379	GB: L14326	Named	Oral
757C24KA	HMT-757	Gemella sanguinis	Strain: C24KA	GB: AY005051	Named	Oral
243N119A	HMT-243	Jeotgalicoccus huakuii	Strain: NY-2	GB: NR_116550	Named	Unassigned
233N117A	HMT-233	Staphylococcus schleiferi	Strain: CHM	GB: CP009470	Named	Unassigned
331N138A	HMT-331	Staphylococcus auricularis	Strain: WK 811M	GB: NR_036897	Named	Unassigned
117N085A	HMT-117	Staphylococcus cohnii	Strain: GH 137	GB: NR_036902	Named	Unassigned
142N090A	HMT-142	Staphylococcus pettenkoferi	Strain: B3117	GB: NR_114596	Named	Unassigned
128N088A	HMT-128	Staphylococcus lugdunensis	Strain: HKU09-01	GB: NR_074868	Named	Unassigned
120N086A	HMT-120	Staphylococcus haemolyticus	Strain: JCSC1435	GB: NR_074994	Named	Unassigned
127N087A	HMT-127	Staphylococcus hominis	Strain: DM 122	GB: NR_036956	Named	Unassigned
141N089A	HMT-141	Staphylococcus pasteuri	Strain: ATCC 51129	GB: NR_024669	Named	Unassigned
076_7603	HMT-076	Staphylococcus warneri	Strain: ATCC 27836	GB: L37603	Named	Oral
550_3357	HMT-550	Staphylococcus aureus	Strain: ATCC 12600	GB: D83357	Named	Nasal
601_3363	HMT-601	Staphylococcus epidermidis	Strain: ATCC 14990	GB: D83363	Named	Oral
116N084B	HMT-116	Staphylococcus capitis	Strain: MAW 8436	GB: NR_027519	Named	Unassigned
116N084A	HMT-116	Staphylococcus capitis	Strain: JCM 2420	GB: NR_113348	Named	Unassigned
567_9935	HMT-567	Staphylococcus caprae	Strain: ATCC 35538	GB: AB009935	Named	Oral
241N118A	HMT-241	Brochothrix thermosphacta	Strain: FSL F6-1036	GB: NR_113587	Named	Unassigned
825_0894	HMT-825	Listeria monocytogenes	Strain: R1653	GB: EU090894	Named	Unassigned
389_0541	HMT-389	Abiotrophia defectiva	Strain: ATCC 49176	GB: D50541	Named	Oral
312N133A	HMT-312	Aerococcus viridans	Strain: NBRC 12219	GB: NR_104708	Named	Unassigned
813_6959	HMT-813	Dolosigranulum pigrum	Clone: BF0002A144	GB: AM696959	Named	Nasal
831_7475	HMT-831	Alloiococcus otitis	Strain: not listed	GB: AY957475	Named	Unassigned
596_2532	HMT-596	Granulicatella elegans	Clone: ncd32a06c1	GB: HM252532	Named	Oral
596_5408	HMT-596	Granulicatella elegans	Strain: 2640-91	GB: Y15408	Named	Oral
534_0540	HMT-534	Granulicatella adiacens	Strain: ATCC 49175	GB: D50540	Named	Oral
534_2027	HMT-534	Granulicatella adiacens	Strain: TKT1	GB: AB022027	Named	Oral
756_9108	HMT-756	Lactobacillus salivarius	Strain: ATCC 11741	GB: AF089108	Named	Oral
716_9212	HMT-716	Lactobacillus paracasei	Strain: JCM 8130	GB: D79212	Named	Oral
568_6552	HMT-568	Lactobacillus casei	Strain: JCM 1136	GB: D16552	Named	Unassigned
749_3146	HMT-749	Lactobacillus rhamnosus	Strain: F11	GB: AF243146	Named	Oral
558_0328	HMT-558	Lactobacillus brevis	Strain: K9	GB: AF090328	Named	Unassigned
861_9598	HMT-861	Lactobacillus plantarum	Strain: ZDY78	GB: EU559598	Named	Unassigned
883_9211	HMT-883	Lactobacillus pentosus	Strain: ATCC 8041	GB: D79211	Named	Unassigned
418_8619	HMT-418	Lactobacillus parafarraginis	Strain: C4M_55	GB: AY278619	Named	Unassigned
884_1659	HMT-884	Lactobacillus rapi	Strain: YIT 11204	GB: NR_041659	Named	Unassigned
424_8620	HMT-424	Lactobacillus kisonensis	Strain: C4M_47	GB: AY278620	Named	Unassigned
881_5055	HMT-881	Lactobacillus buchneri	Strain: JCM 1115	GB: AB205055	Named	Unassigned
608_8819	HMT-608	Lactobacillus fermentum	Strain: ATCC 14931	GB: M58819	Named	Oral
818_3507	HMT-818	Lactobacillus reuteri clade 818	Strain: DSM 20016	GB: L23507	Named	Unassigned
938_0337	HMT-938	Lactobacillus reuteri clade 938	Strain: K16	GB: KC700337	Named	Unassigned
052DoxG2	HMT-052	Lactobacillus sp. HMT 052	Strain: DoxG2	GB: GQ422710	Lost	Unassigned
816_3776	HMT-816	Lactobacillus coleohominis	Strain: DSM 14060	GB: AM113776	Named	Unassigned
051DoxG3	HMT-051	Lactobacillus vaginalis	Strain: DoxG3	GB: GQ422709	Named	Oral
882_4230	HMT-882	Lactobacillus panis	Strain: DSM 6035	GB: X94230	Named	Oral
709F0423	HMT-709	Lactobacillus oris	Strain: F0423	GB: HM596285	Named	Unassigned
838_6329	HMT-838	Lactobacillus iners	Strain: CCUG 28746	GB: Y16329	Named	Vaginal
615_8820	HMT-615	Lactobacillus gasseri	Strain: DSM 20243	GB: M58820	Named	Oral
819_2515	HMT-819	Lactobacillus johnsonii	Strain: ATCC 33200	GB: AJ002515	Named	Unassigned
839_3159	HMT-839	Lactobacillus jensenii	Strain: KC36b	GB: AF243159	Named	Vaginal
817_7362	HMT-817	Lactobacillus crispatus	Strain: DSM 20584	GB: Y17362	Named	Oral
529_8203	HMT-529	Lactobacillus acidophilus	Strain: ATCC 4356	GB: AB008203	Named	Unassigned
461_7065	HMT-461	Lactobacillus ultunensis	Strain: CCUG 48460	GB: NR_117065	Named	Unassigned
461HT070	HMT-461	Lactobacillus ultunensis	Clone: HT070	GB: AY349383	Named	Unassigned
604_8293	HMT-604	Enterococcus faecalis	Strain: not listed	GB: Y18293	Named	Unassigned
880_0801	HMT-880	Enterococcus durans	Strain: CECT 411	GB: AJ420801	Named	Unassigned
801_9899	HMT-801	Enterococcus casseliflavus	Strain: 32	GB: AF039899	Named	Unassigned
802_1004	HMT-802	Enterococcus saccharolyticus	Strain: ATCC 43076	GB: AF061004	Named	Unassigned
803_6902	HMT-803	Enterococcus italicus	Strain: LMG 21727	GB: AJ626902	Named	Unassigned
804_8837	HMT-804	Lactococcus lactis	Strain: ATCC 19435	GB: M58837	Named	Oral
804N000B	HMT-804	Lactococcus lactis	Strain: NCDO 607	GB: NR_040954	Named	Oral
745_3575	HMT-745	Streptococcus pyogenes	Strain: JCM 5674	GB: AB023575	Named	Oral
537_5927	HMT-537	Streptococcus agalactiae	Strain: ATCC 27956	GB: AF015927	Named	Unassigned
686_3965	HMT-686	Streptococcus mutans	Strain: NCTC 10449	GB: AJ243965	Named	Oral
594_8350	HMT-594	Streptococcus downei	Strain: ATCC 33748	GB: AY188350	Named	Unassigned
768_3966	HMT-768	Streptococcus sobrinus	Strain: NCTC 12279	GB: AJ243966	Named	Oral
543_4678	HMT-543	Streptococcus anginosus	Strain: ATCC 33397	GB: AF104678	Named	Oral
644_4671	HMT-644	Streptococcus intermedius	Strain: ATCC27335	GB: AF104671	Named	Oral
576_4676	HMT-576	Streptococcus constellatus	Strain: ATCC27823	GB: AF104676	Named	Oral
622_3931	HMT-622	Streptococcus gordonii	Strain: ATCC 10558	GB: AF003931	Named	Oral
056AY020	HMT-056	Streptococcus sp. HMT 056	Clone: AY020	GB: AF385545	Unnamed	Oral
728_8314	HMT-728	Streptococcus peroris	Strain: GTC848	GB: AB008314	Named	Oral
948_7425	HMT-948	Streptococcus lactarius	Strain: MV1	GB: NR_117425	Named	Oral
152N096A	HMT-152	Streptococcus thermophilus	Strain: ATCC 19258	GB: NR_042778	Named	Unassigned
021_8353	HMT-021	Streptococcus vestibularis	Strain: ATCC 49124	GB: AY188353	Named	Oral
755_8839	HMT-755	Streptococcus salivarius	Strain: ATCC 13419	GB: M58839	Named	Oral
755N000A	HMT-755	Streptococcus salivarius	Strain: ATCC 7073	GB: NR_042776	Named	Oral
578_8313	HMT-578	Streptococcus cristatus clade 578	Strain: NCTC 12479	GB: AB008313	Named	Oral
886_9095	HMT-886	Streptococcus cristatus clade 886	Strain: LGM 21535	GB: AY099095	Named	Oral
767_2856	HMT-767	Streptococcus sinensis	Strain: HKU4	GB: AF432856	Named	Oral
066_1230	HMT-066	Streptococcus sp. HMT 066	Clone: MCE7_144	GB: AF481230	Unnamed	Oral
066FN051	HMT-066	Streptococcus sp. HMT 066	Clone: FN051	GB: AF432135	Unnamed	Oral
073-T1E5	HMT-073	Streptococcus australis	Strain: T1-E5	GB: AF385525	Named	Oral
073_4974	HMT-073	Streptococcus australis	Strain: ATCC 700641	GB: AF184974	Named	Oral
721_3933	HMT-721	Streptococcus parasanguinis clade 721	Strain: ATCC 15912	GB: AF003933	Named	Oral
057BE024	HMT-057	Streptococcus sp. HMT 057	Clone: BE024	GB: AF385550	Lost	Oral
411_8634	HMT-411	Streptococcus parasanguinis clade 411	Clone: C4MKM110	GB: AY278634	Named	Oral
411_8629	HMT-411	Streptococcus parasanguinis clade 411	Clone: C2MKM006	GB: AY278629	Named	Oral
411_9017	HMT-411	Streptococcus parasanguinis clade 411	Clone: SJTU_F_10_28	GB: EF399017	Named	Oral
411_8635	HMT-411	Streptococcus parasanguinis clade 411	Clone: C5AKM109	GB: AY278635	Named	Oral
758_3928	HMT-758	Streptococcus sanguinis	Strain: ATCC 10556	GB: AF003928	Named	Oral
398_7051	HMT-398	Streptococcus oralis subsp. dentisani clade 398	Clone: P2PA_41	GB: AY207051	Named	Oral
398_5045	HMT-398	Streptococcus oralis subsp. dentisani clade 398	Strain: SK34	GB: AY005045	Named	Oral
638_8315	HMT-638	Streptococcus infantis clade 638	Strain: ATCC 700779	GB: AB008315	Named	Oral
431_8633	HMT-431	Streptococcus infantis clade 431	Clone: C4AKM023	GB: AY278633	Named	Oral
064_8609	HMT-064	Streptococcus sp. HMT 064	Clone: C5MLM037	GB: AY278609	Unnamed	Oral
423_8630	HMT-423	Streptococcus sp. HMT 423	Clone: C2MKM128	GB: AY278630	Lost	Oral
734_3930	HMT-734	Streptococcus pneumoniae	Strain: ATCC 33400	GB: AF003930	Named	Nasal
677_3929	HMT-677	Streptococcus mitis	Strain: ATCC 49456	GB: AF003929	Named	Nasal
070-12F	HMT-070	Streptococcus oralis subsp. tigurinus clade 070	Strain: Hans 12F	GB: GQ422711	Unnamed	Oral
070-7A	HMT-070	Streptococcus oralis subsp. tigurinus clade 070	Strain: Hans 7A	GB: AY005040	Unnamed	Oral
707_3932	HMT-707	Streptococcus oralis subsp. oralis	Strain: ATCC 35037	GB: AF003932	Named	Oral
061DN025	HMT-061	Streptococcus sp. HMT 061	Clone: DN025	GB: AF432131	Lost	Oral
074-T4E3	HMT-074	Streptococcus sp. HMT 074	Strain: T4-E3	GB: AF385526	Lost	Oral
071_7062	HMT-071	Streptococcus oralis subsp. tigurinus clade 071	Clone: P4PA_13	GB: AY207062	Named	Oral
071_8631	HMT-071	Streptococcus oralis subsp. tigurinus clade 071	Clone: C3ALM006	GB: AY278631	Named	Oral
071_8234	HMT-071	Streptococcus oralis subsp. tigurinus clade 071	Strain: AZ_3a	GB: NR_118234	Named	Oral
058_8632	HMT-058	Streptococcus oralis subsp. dentisani clade 058	Clone: C3MLM097	GB: AY278632	Named	Oral
058BM035	HMT-058	Streptococcus oralis subsp. dentisani clade 058	Clone: BM035	GB: AY005043	Named	Oral
058BW009	HMT-058	Streptococcus oralis subsp. dentisani clade 058	Clone: BW009	GB: AY005042	Named	Oral
